R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4
2.23299611,0,3.414365518,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.133538908,0,3.139879086
0,0,0,1.322219295,0,3.407626509,1.62324929,0,3.414484116,1.812913357,0.301029996,3.474317977
0,0,0,0,0,0,2.064457989,0,2.969554195,0,0,0
0,0,0,1.431363764,0,3.133538908,0,0,0,0,0,0
2.133538908,0,3.183411103,0,0,0,2.071882007,0,3.419721329,0,0,0
0,0,0,1.447158031,0,3.139879086,0,0,0,1.86332286,0,3.139879086
1.991226076,0,3.431117466,0,0,0,1.505149978,0,3.414484116,0,0,0
0,0,0,1.69019608,0.477121255,3.470535234,0,0,0,0,0,0
0,0,0,2.255272505,0,3.779719583,1.113943352,0,3.619256475,0,0,0
0,0,0,0,0,0,1.556302501,0.301029996,3.658262194,0,0,0
1.748188027,0,3.142787837,0,0,0,0,0,0,0,0,0
0,0,0,1.707570176,0,4.024911938,0,0,0,0,0,0
0,0,0,1.204119983,0,3.407626509,0,0,0,0,0,0
0,0,0,0,0,0,2.178976947,0.301029996,3.65966265,0,0,0
0,0,0,1.301029996,0,3.152477874,0,0,0,0,0,0
2.187520721,0,2.714808585,0,0,0,0,0,0,0,0,0
0,0,0,0.954242509,0.301029996,3.348011783,0,0,0,2.10720997,0.301029996,3.403120521
2.195899652,0,3.169302314,0,0,3.243863772,0,0,0,0.84509804,0.301029996,3.702177945
2.133538908,0,3.13008747,0,0,0,0,0,0,0,0,0
1.748188027,0.477121255,3.635527186,1.949390007,0,3.193124598,2.217483944,0,3.153012526,0,0,0
0,0,0,0,0,0,1.785329835,0,3.626694535,0,0,0
0,0,0,0,0,0,0,0,0,2.096910013,0,3.39624166
1.799340549,0.477121255,3.45197156,0.77815125,0.301029996,3.474306587,1.51851394,0,3.414484116,0,0,0
1.832508913,0,3.142787837,1.929418926,0,3.246760687,0,0,0,0,0,0
0,0,0,1.886490725,0.301029996,3.579274301,0,0,0,0,0,0
0,0,0,0,0,0,1.531478917,0.301029996,3.547057541,0,0,0
0,0,0,0,0,0,0,0,0,2.071882007,0,3.198522983
0,0,0,0.77815125,0.477121255,3.796695449,0,0,0,0,0,0
0,0,0,1.568201724,0,3.19723881,0,0,0,0,0,0
0,0,0,0,0,0,1.949390007,0.602059991,3.142137633,1.113943352,0.698970004,3.745230243
2.049218023,0,3.227361941,0,0,0,0,0,0,0,0,0
2.217483944,0,2.714808585,2.123851641,0,3.139879086,0,0,0,0,0,0
1.897627091,0.477121255,3.581164642,2.103803721,0,3.489210521,0,0,0,0,0,0
1.799340549,0.301029996,2.820146537,0,0,0,2.245512668,0,3.6787818,0,0,0
2.037426498,0,3.431117466,1.602059991,0,3.045222966,0,0,0,2.193124598,0.301029996,3.330946313
1.544068044,0,3.133538908,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.23299611,0,3.372919897
1.602059991,0,3.111450639,0,0,0,0,0,0,0,0,0
1.949390007,0.477121255,3.73735957,0,0,0,0,0,0,0.477121255,0.602059991,3.736638321
0,0,0,0,0,0,0,0,0,1.322219295,0,3.642952588
0,0,0,1.531478917,0,3.407626509,0,0,0,0,0,0
0,0,0,1.763427994,0,3.544893767,0,0,0,1.819543936,0.477121255,3.773170715
0,0,0,1.146128036,0.477121255,3.687678829,0,0,0,2.127104798,0.477121255,3.736105003
1.397940009,0,2.662948622,1.431363764,0,3.609165484,0,0,0,0,0,0
0,0,0,0,0,0,1.875061263,0,3.11916598,0,0,0
0,0,0,0,0,0,0,0.301029996,3.660989544,0,0,0
0,0,0,1.755874856,0,3.422216494,0,0,0,0,0,0
0,0,0,0,0,0,1.995635195,0.301029996,3.381462211,0,0,0
1.716003344,0.301029996,3.486213753,0,0,0,0,0,0,1.963787827,0,3.39707055
1.949390007,0,3.108157396,0,0,0,0,0,0,0,0,0
2.012837225,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.819543936,0,3.2557379
2.033423755,0,3.431117466,0,0,0,0,0,0,0,0,0
1.51851394,0,2.662948622,1.322219295,0,3.395970697,0,0,0,2.103803721,0,3.39707055
2.201397124,0,3.473735257,2.204119983,0,3.344473291,0,0,0,0,0,0
0,0,0,0,0,0,1.51851394,0,3.408239965,0,0,0
2.021189299,0,3.089745848,2.146128036,0,3.180605649,0,0,0,0,0,0
0,0,0,1.342422681,0.301029996,3.580780833,0,0,0,0,0,0
0,0,0,1.342422681,0,3.679763559,0,0,0,0,0,0
2.100370545,0,3.379124146,1.812913357,0,3.980793555,0,0,0,1.204119983,0.301029996,4.011870052
0,0,0,1.707570176,0,3.679763559,0,0,0,0,0,0
0,0,0,0,0,0,1.799340549,0,3.100703083,0,0,0
0,0,0,1.681241237,0,3.193124598,1.113943352,0,3.494317738,0,0,0
0,0,0,1.568201724,0,3.193124598,0,0,0,0,0,0
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0
1.579783597,0.477121255,3.501758337,0,0,0,0,0,0,0,0,0
1.897627091,0,3.390383061,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.477121255,0,3.408333676
0,0,0,0,0,0,0,0,0,2.212187604,0,3.233938144
0,0,0,0,0,0,0,0,0,1.986771734,0,3.372919897
0,0,0,0,0,0,0,0,0,1.176091259,0,3.505276761
1.880813592,0,4.081270799,0,0,0,1.73239376,0.77815125,4.566363459,0.301029996,0.477121255,4.368613319
0,0,0,0,0,0,0,0,0,1.903089987,0,3.609987797
0,0,0,0,0,0,0,0,0,2.06069784,0,4.105551722
0,0,0,0,0,0,2.245512668,0,3.416402733,0,0,0
0,0,0,1.929418926,0.301029996,3.754071956,0,0,0,0,0,0
1.397940009,0.77815125,4.033170416,1.176091259,0,3.679763559,1.62324929,0.477121255,3.803281963,0,0,0
0,0,0,0,0,0,0,0,0,1.633468456,0,3.064697031
0,0,0,1.954242509,0,3.245512668,0,0,0,0,0,0
2.201397124,0,2.714808585,0,0,0,0,0,0,0,0,0
0,0,0,2.012837225,0,3.414416411,0,0,0,1.113943352,0.301029996,3.685578167
2.187520721,0,2.714808585,0,0,0,0,0,0,0,0,0
1.886490725,0,3.560026249,0,0,0,0,0,0,0,0,0
1.612783857,0.301029996,3.582920941,0,0,0,1.544068044,0,3.401733079,0,0,0
1.913813852,0,3.409187392,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.414973348,0.301029996,3.420004109,0,0,0
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,1.079181246,0,3.29666519,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.26245109,0.301029996,3.546166345
2.120573931,0,2.714808585,0,0,0,0,0,0,0,0,0
2.008600172,0.301029996,3.732147461,1.806179974,0,3.884747764,0,0,0,0.84509804,0,3.408333676
2.037426498,0,3.163475845,0,0,0,0,0,0,1.612783857,0,3.130799164
0,0,0,0,0,0,0,0,0,2.190331698,0.301029996,3.682181469
2.037426498,0,3.90823872,0,0,0,0,0,0,2.096910013,0,3.137300608
0,0,0,0,0,0,2.181843588,0,3.245512668,0,0,0
0,0,0,0,0,0,1.84509804,0.301029996,3.297571045,1.995635195,0,3.731886736
0,0,0,0,0,0,1.806179974,0,3.017196484,0,0,0
0,0,0,0.954242509,0,3.407626509,0,0,0,0,0,0
1.792391689,0.84509804,3.980587167,0,0,0,2.204119983,0,3.329103785,0,0,0
2.041392685,0,3.018691455,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.064457989,0,3.416402733,1.230448921,0,3.660697912
0,0,0,0,0,0,0,0,0,1.643452676,0.477121255,3.88603927
0,0,0,0,0,0,0,0,0,2.103803721,0,3.658025558
2.158362492,0,2.714808585,0,0,0,0,0,0,0,0,0
1.799340549,0,3.355710667,2.247973266,0,3.700063886,0,0,0,0,0,0
2.071882007,0,3.77815125,0,0,0,0,0,0,0,0,0
2.041392685,0,3.431117466,0,0,0,0,0,0,1.86332286,0,3.341165357
0,0,0,0,0,0,0.698970004,0,3.626694535,0,0,0
2.146128036,0.477121255,3.77815125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.176091259,0,3.017196484,0,0,0
0,0,0,2.173186268,0,3.164283539,2.041392685,0,3.783903579,1.431363764,0,3.29666519
2.049218023,0,3.407330139,0,0,0,0,0,0,0,0,0
1.748188027,0.301029996,3.743561563,1.146128036,0.477121255,3.674241133,0,0,0,0,0,0
0,0,0,0,0,0,1.079181246,0.477121255,3.663734353,0,0,0
0,0,0,0.903089987,0.477121255,4.076124862,1.612783857,0.301029996,3.559715724,1.755874856,0.477121255,4.217390491
1.838849091,0.477121255,3.766816359,0,0,0,0,0,0,0,0,0
0,0,0,1.681241237,0,3.79518459,2.096910013,0,4.006037955,0,0,0
2.198657087,0,2.714808585,0,0,0,0,0,0,0,0,0
1.612783857,0.301029996,3.133655125,0,0,0,0,0,0,1.954242509,0,3.245512668
1.51851394,0.477121255,3.293900741,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.222716471,0.301029996,3.217774402,0,0,0
2.017033339,0,3.13008747,0,0,0,0,0,0,0,0,0
1.716003344,0.698970004,3.91588615,1.73239376,0.77815125,4.247053257,1.176091259,0.84509804,4.564958126,1.531478917,0.477121255,4.034375277
2.004321374,0,3.53145263,0,0,0,0,0,0,0,0,0
0,0,0,1.748188027,0,3.130922206,1.633468456,0.602059991,3.865315837,1.69019608,0.602059991,4.237345454
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0
1.681241237,0.698970004,4.199090276,0,0,0,0,0,0,0,0,0
2.158362492,0,2.714808585,1.531478917,0.301029996,3.497273104,0,0,0,0,0,0
2.152288344,0,3.474596156,0,0,0,0,0,0,1.857332496,0.602059991,3.707057736
0,0,0,1.602059991,0,3.629599129,0,0,0,1,0.301029996,3.699830397
0,0,0,0,0,0,1.278753601,0,3.417994573,0,0,0
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0
1.84509804,0,3.441099873,0,0,0,1.681241237,0,3.569187911,0,0,0
2.11058971,0,3.600972896,0,0,0,1.977723605,0,3.363887174,1.892094603,0,3.39707055
0,0,0,0,0,0,1.62324929,0,3.414484116,0,0,0
1.51851394,0.602059991,3.690374415,0,0,0,2.025305865,0,3.118691333,0,0,0
2.146128036,0,3.163475845,2.220108088,0,3.177659592,2.227886705,0,3.107430542,0,0,0
1.672097858,0.301029996,3.90969966,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.075546961,0,3.028073789,0,0,0
0,0,0,0,0,0,2.068185862,0,3.39707055,0,0,0
0,0,0,0,0,0,1.62324929,0,3.414484116,0,0,0
2.017033339,0,3.163475845,0,0,0,1.832508913,0,3.017196484,0,0,0
0,0,0,0,0,0,2.184691431,0,3.44667545,0,0,0
0,0,0,0,0,0,2.075546961,0,3.138173761,2.103803721,0,3.139879086
2.017033339,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.155336037,0,3.411049154
0,0,0,1.959041392,0.301029996,3.656710046,0,0,0,1.934498451,0.477121255,3.799378631
1.505149978,0.477121255,3.631920946,1.544068044,0,3.130922206,0,0,0,0,0,0
0,0,0,1.278753601,0,3.134810742,0,0,0,0,0,0
1.799340549,0,3.723687452,0,0,0,2.021189299,0,3.39707055,0,0,0
2.068185862,0,3.473735257,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.230448921,0.301029996,3.516461794
0,0,0,0,0,0,2.012837225,0,3.107430542,1.770852012,0,3.408333676
0,0,0,0,0,0,0.698970004,0,3.626694535,0,0,0
0,0,0,1.995635195,0,3.51751185,1.531478917,0.477121255,4.257434911,2.127104798,0,3.932186905
0,0,0,1.612783857,0.477121255,3.465679365,1.681241237,0.301029996,3.557693212,0,0,0
2.033423755,0.301029996,3.772243023,0,0,0,0,0,0,0,0,0
1.903089987,0.477121255,3.849181133,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.209515015,0,3.39624166
1.113943352,0,3.098997634,0,0,0,0,0,0,1.230448921,0.301029996,3.150938468
0,0,0,0,0,0,1.913813852,0,3.37161107,0,0,0
0,0,0,2.167317335,0,3.164283539,0,0,0,0,0,0
2.187520721,0,2.987384586,0.301029996,0.602059991,3.573040309,0,0,0,0,0,0
1.62324929,0.477121255,3.838019531,0,0,0,1.176091259,0.301029996,3.24159324,0,0,0
0,0,0,0,0,0,2.139879086,0,3.44667545,0,0,0
0,0,0,0,0,0,0,0,0,1.812913357,0,3.130799164
0,0,0,0,0,0,2.245512668,0,3.6787818,0,0,0
2.096910013,0.301029996,3.348911367,0,0,0,2.037426498,0,3.118691333,1.963787827,0,3.10730368
2.123851641,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,0.903089987,0.301029996,3.30862115,0,0,0,0,0,0
0,0,0,1.698970004,0,3.395970697,1.662757832,0,3.396469907,0,0,0
0,0,0,0,0,0,1.954242509,0.301029996,3.622127665,0,0,0
0,0,0,0,0,0,1.414973348,0,3.414484116,0,0,0
0,0,0,1.73239376,0.698970004,4.243910564,1.612783857,0.301029996,3.959994838,0.903089987,0.477121255,3.728915956
0,0,0,1.568201724,0,3.106596513,0,0,0,0,0,0
0,0,0,0,0,0,2.1430148,0,3.138173761,0,0,0
2.217483944,0,2.714808585,2.230448921,0,3.139879086,0,0,0,2.230448921,0,3.39707055
1.886490725,0.698970004,4.413336934,1.477121255,0.477121255,4.315484598,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.100370545,0,3.39624166
0,0,0,0,0,0,0,0,0,2.08278537,0.477121255,3.816336507
0,0,0,0.77815125,0,3.407626509,0.77815125,0.301029996,3.748811321,0,0,0
2.204119983,0,3.076439257,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.123851641,0.301029996,3.439203756,0,0,0
0,0,0,0,0,0,0,0,0,2.049218023,0.477121255,3.759436879
0,0,0,0,0,0,0,0,0,2.127104798,0,3.39707055
0,0,0,1.929418926,0,3.608043461,0,0,0,0,0,0
1.944482672,0,3.710217388,1.755874856,0,3.884747764,0,0,0,0,0,0
2.155336037,0,3.332313456,0,0,0,0,0,0,2.222716471,0,3.372919897
2.033423755,0,3.431117466,0,0,0,0,0,0,0,0,0
1.579783597,0.301029996,3.857417616,1.838849091,0,3.52234422,1.278753601,0.301029996,3.904044881,2.120573931,0.301029996,3.680197832
1.86332286,0,2.662948622,0,0,0,0,0,0,1.819543936,0,3.139879086
0,0,0,1.361727836,0.301029996,3.496929648,0,0,0,0,0,0
0,0,0,1.681241237,0,3.980793555,0,0,0,0,0,0
0,0,0,0,0,0,2.178976947,0,3.595812588,0,0,0
0,0,0,0,0,0,2.178976947,0,3.193124598,0,0,0
1.531478917,0,3.480649404,0,0,3.243863772,1.612783857,0,3.414484116,1.84509804,0,3.132866542
0,0,0,0,0,0,1.146128036,0.301029996,3.564544343,0,0,0
0,0,0,1.146128036,0,3.407626509,1.62324929,0,3.414484116,0,0,0
0,0,0,0,0,0,0,0,0,1.113943352,0,3.064697031
1.799340549,0,3.355710667,1.959041392,0,3.755293519,0,0,0,0,0,0
0,0,0,0,0,0,1.755874856,0.903089987,4.257692666,0,0,0
0,0,0,1.602059991,0,3.106596513,1.531478917,0,3.401733079,0,0,0
0,0,0,0,0,0,0,0,0,2.045322979,0,2.959055554
2.06069784,0,2.714808585,0,0,0,0,0,0,0,0,0
2.11058971,0.301029996,3.548772814,0,0,0,0,0,0,0,0,0
1.041392685,0.301029996,3.991364013,0,0,0,0,0,0,1.799340549,0,3.709363672
0,0,0,0,0,0,2.178976947,0.602059991,3.396116627,2.103803721,0,3.198522983
0,0,0,0,0,0,2.198657087,0,3.245512668,0,0,0
1.799340549,0,3.656740663,0,0,0,0,0,0,0,0,0
1.51851394,0,3.142787837,0,0,0,1.176091259,0,3.017196484,0,0,0
0,0,0,2.181843588,0,3.001568332,0,0,0,0,0,0
0,0,0,2.029383778,0,3.645503287,2.093421685,0,3.407149289,0,0,0
1.491361694,0.477121255,3.7842619,2.201397124,0.477121255,4.120519314,2.079181246,0.301029996,3.567444537,0.477121255,0.477121255,3.782177369
2.037426498,0,3.431117466,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.229092829,0,0,0
0,0,0,0,0,0,0,0,0,1.380211242,0.301029996,3.857700567
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0
1.959041392,0.301029996,3.886308647,0,0,0,0,0,0,1.995635195,0,3.731886736
0,0,0,0,0,0,0,0,0,2.100370545,0,3.738438536
0,0,0,1.954242509,0,3.134810742,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.748188027,0,3.408333676
0,0,0,1.462397998,0,3.097725445,0,0,0,0,0,0
0,0,0,0,0,0,2.071882007,0,3.115372737,0,0,0
0,0,0,0,0,0,1.785329835,0,3.295577571,0,0,0
2.11058971,0,3.156222197,0,0,0,0,0,0,0,0,0
1.62324929,0.301029996,3.479210808,0,0,0,0,0,0,0,0,0
0,0,0,1.176091259,0.301029996,3.134175291,0,0,0,1.838849091,0.301029996,3.135248332
2.217483944,0,2.714808585,0,0,0,0,0,0,0,0,0
1.51851394,0.301029996,3.593905029,1.892094603,0,3.407626509,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.361727836,0,3.408333676
0,0,0,0,0,0,1.176091259,0,3.017196484,0,0,0
2.243038049,0,4.301136167,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.11058971,0,3.503491731
0,0,0,0,0,0,0,0,0,1.959041392,0.301029996,3.570055502
1.886490725,0,3.142787837,0,0,0,0,0,0,0,0,0
0,0,0,1.612783857,0,3.139879086,0,0,0,0,0,0
1.602059991,0.77815125,4.064923421,0,0,0,0,0,0,0,0,0
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0
2.217483944,0,2.714808585,0,0,0,0,0,0,0,0,0
1.959041392,0,3.355710667,1.851258349,0,3.609165484,0,0,0,1,0,3.68136802
2.23299611,0,3.201377993,0,0,0,0,0,0,0,0,0
1.903089987,0,3.939677603,0,0,0,0,0,0,0,0,0
1.897627091,0,3.434568904,0,0,0,0,0,0,0,0,3.132866542
1.799340549,0.477121255,3.774091471,0,0,0,2.045322979,0,3.408460537,0,0,0
2.206825876,0,3.076439257,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.785329835,0,3.295577571,1.531478917,0.301029996,3.574279981
0,0,0,1.342422681,0,3.506828085,1.278753601,0,3.417994573,0,0,0
1.86332286,0.301029996,3.841818429,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.260071388,0.698970004,3.438058333
0,0,0,0,0,0,0,0,0,2.06069784,0,3.503491731
1.84509804,0,3.441099873,0,0,0,0,0,0,0,0,0
0,0,0,1.414973348,0,3.654636843,1.079181246,0.301029996,4.063191127,2.133538908,0.301029996,3.586820546
0,0,0,0,0,0,2.190331698,0,3.245512668,0,0,0
2.222716471,0,3.058472366,0,0,0,0,0,0,0,0,0
1.959041392,0,3.355710667,0,0,0,0,0,0,1.991226076,0,3.738438536
2.23299611,0,3.201377993,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.73239376,0.602059991,3.73385126,2.029383778,0.301029996,3.585341376
0,0,0,0,0,0,0,0,0,1.924279286,0,3.39707055
2.155336037,0,3.332313456,1.949390007,0,3.383745137,2.033423755,0,3.394222979,0,0,0
2.123851641,0,3.13008747,0,0,0,0,0,0,1.763427994,0.301029996,3.477831338
2.100370545,0,3.156222197,0,0,0,0,0,0,0,0,0
0,0,0,2.146128036,0,3.155354746,1.838849091,0.301029996,3.404740565,1.568201724,0.301029996,3.737308323
2.201397124,0,2.714808585,0,0,0,0,0,0,0,0,0
0,0,0,1.880813592,0,3.395970697,0,0,0,0,0,0
2.041392685,0.477121255,3.711897048,2.238046103,0,3.177659592,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.100370545,0,3.738438536
0,0,0,0,0,0,0,0,0,2.173186268,0,3.198522983
1.740362689,0,3.479210808,0,0,0,0,0,0,0,0,0
0,0,0,1.968482949,0,3.715446407,2.209515015,0.301029996,3.796693766,1.84509804,0,3.541818285
0,0,0,0.698970004,0,3.407626509,0,0,0,0,0,0
2.155336037,0,3.17356616,0,0,0,2.187520721,0,3.416402733,0,0,0
2.045322979,0,3.349657419,0,0,0,0,0,0,0,0,0
0,0,0,1.681241237,0,3.679763559,0,0,0,1.176091259,0,3.68136802
0,0,0,0.84509804,0.301029996,3.373297106,0,0,0,0,0,0
0,0,0,0,0,0,2.025305865,0,3.394222979,0,0,0
1.716003344,0.301029996,4.088124728,0,0,0,0,0,0,0.477121255,0,3.064697031
1.716003344,0.477121255,3.939536418,1.875061263,0,3.407626509,1.531478917,0.301029996,3.894231871,0,0,0
2.230448921,0,3.201377993,0,0,0,0,0,0,0,0,0
1.949390007,0.477121255,3.609895778,0,0,0,1.113943352,0.602059991,4.20609155,0,0,0
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0
0,0,0,1.556302501,0,3.41995503,0,0,0,2.025305865,0,3.398029853
1.72427587,0,3.685788865,0,0,0,2.037426498,0,3.592493992,0,0,0
1.913813852,0.301029996,3.727877693,1.785329835,0.77815125,4.013011246,1.505149978,0.602059991,4.076630344,1.544068044,0.77815125,4.139280945
2.133538908,0.301029996,3.458597168,0,0,0,0,0,0,0,0,0
2.206825876,0,2.987384586,2.255272505,0,3.001568332,0,0,0,0,0,0
2.123851641,0,3.581351111,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.025305865,0,3.416402733,1.230448921,0.477121255,3.909103106
0,0,0,1.568201724,0,3.045222966,0,0,0,0,0,0
1.579783597,0.301029996,3.392266067,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.214843848,0,3.630133781,0,0,0
1.531478917,0.698970004,4.410910668,0,0,0,1.146128036,0.301029996,3.434456691,2.004321374,0.301029996,3.472924887
0,0,0,0,0,0,1.973127854,0,3.363887174,0,0,0
0,0,0,1.477121255,0.301029996,3.614516141,0,0,0,0,0,0
0,0,0,0,0,0,2.139879086,0,3.44667545,0,0,0
0,0,0,1.146128036,0,3.193124598,0,0,0,0,0,0
2.089905111,0,3.106300143,2.164352856,0,3.155354746,1.84509804,0.301029996,3.228492521,0,0,0
0,0,0,0,0,0,1.913813852,0,3.396469907,1.653212514,0,3.68136802
0,0,0,1.84509804,0,3.407626509,1.531478917,0,3.414484116,0,0,0
0,0,0,0,0,0,0,0,0,2.173186268,0,3.198522983
1.716003344,0.477121255,3.736710772,0,0,0,0,0,0,0,0,0
0,0,0,1.857332496,0,3.431952202,0,0,0,0,0,0
0,0,0,1.681241237,0,3.395970697,0,0,0,0,0,0
1.62324929,0.301029996,3.280555328,0,0,0,2.033423755,0,2.931339283,0,0,3.130799164
1.977723605,0.301029996,3.119444426,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0
0,0,0,1.954242509,0,3.383745137,0,0,0,0,0,0
0,0,0,0,0,0,1.51851394,0,3.414484116,0,0,0
0,0,0,0,0,0,0,0,0,1.322219295,0.301029996,3.662584919
2.120573931,0,3.044363577,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.260071388,0.301029996,3.955483769
0,0,0,0,0,0,2.068185862,0,3.138173761,0,0,0
0,0,0,0,0,0,1.62324929,0.301029996,3.659774422,0,0,0
1.544068044,0,3.710217388,1.851258349,0,3.708656505,0,0,0,0,0,0
0,0,0,2,0,3.504497374,0,0,0,0,0,0
0,0,0,0,0,0,1.612783857,0,3.414484116,0,0,0
0,0,0,0,0,0,0,0,0,1.176091259,0.301029996,3.685578167
1.531478917,0.301029996,3.624592343,0,0,0,1.079181246,0.301029996,3.757559173,0,0,0
0,0,0,0,0,0,0,0,0,1.698970004,0,3.408333676
0,0,0,1.73239376,0,3.395970697,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.056904851,0,3.39624166
0,0,0,0,0,0,0,0,0,2.257678575,0,3.39624166
0,0,0,0,0,0,0,0,0,1.176091259,0.301029996,3.685578167
1.977723605,0,3.163475845,0,0,0,0,0,0,0,0,0
1.602059991,0.301029996,3.744847828,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.230448921,0.301029996,3.592307956
2.155336037,0,3.17356616,0,0,0,0,0,0,1.939519253,0,3.378770989
2.096910013,0,2.714808585,0,0,0,0,0,0,0,0,0
2.100370545,0.477121255,3.853859693,2.012837225,0,3.762211793,0,0,0,2.130333768,0,3.893340496
0,0,0,0,0,3.679763559,0,0,0,0,0,0
1.662757832,0,3.142787837,0,0,0,1.176091259,0,3.017196484,0,0,0
0,0,0,1.176091259,0,3.679763559,2.209515015,0,3.399050268,0,0,0
0,0,0,1.204119983,0,3.395970697,0,0,0,0,0,0
0,0,0,0,0,0,2.178976947,0,3.595812588,0,0,0
0,0,0,0,0,0,0,0,3.626694535,0,0,0
1.72427587,0.301029996,3.41949416,0.903089987,0.698970004,4.21436015,0.698970004,0,3.927724531,1.838849091,0.301029996,3.788051478
0,0,0,2.012837225,0,3.305544385,0,0,0,0,0,0
2.033423755,0,3.089745848,0,0,0,0,0,0,0,0,0
1.716003344,0,3.380150919,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.857332496,0,3.133538908
1.799340549,0,3.142787837,1.204119983,0,3.130922206,0,0,0,1.819543936,0,3.130799164
2.23299611,0,3.201377993,1.322219295,0,3.29666519,0,0,0,0.84509804,0,3.341922592
0,0,0,0,0,0,0,0,0,2.170261715,0,3.200960356
1.792391689,0,3.480649404,1.875061263,0.301029996,3.635370199,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.380211242,0,3.132866542
0,0,0,1.785329835,0.602059991,3.762405632,0,0,0,0,0,0
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.033423755,0,2.959055554
2.049218023,0,3.602166163,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.11058971,0,3.198522983
0,0,0,1.643452676,0,3.407626509,0,0,0,0,0,0
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0
1.799340549,0,3.355710667,0,0,0,1.880813592,0.301029996,3.580614739,0,0,0
0,0,0,0,0,0,2.045322979,0,3.245512668,0,0,0
0,0,0,0,0,0,1.986771734,0,3.747705446,0,0,0
2.198657087,0,3.015838581,1.531478917,0,3.609165484,0,0,0,1.886490725,0,3.602186774
2.11058971,0,3.504062883,0.698970004,0,3.395970697,0,0,0,0,0,0
0,0,0,2.152288344,0.301029996,3.781948795,0,0,0,2.11058971,0.301029996,3.754652516
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,1.681241237,0,3.139879086,0,0,0,0,0,0
0,0,0,0,0,0,1.792391689,0.602059991,3.741087252,0,0,0
0,0,0,0,0,0,1.62324929,0.301029996,3.592328139,1.544068044,0,3.408333676
0,0,0,0,0,0,2.149219113,0,3.44667545,0,0,0
2.075546961,0.477121255,3.656011384,0,0.301029996,3.580780833,0,0,0,2.212187604,0,3.39624166
2.037426498,0.301029996,3.793989831,0,0,0,1.886490725,0,3.626694535,0,0,0
0,0,0,0,0,0,2.235528447,0,3.193124598,0,0,0
0,0,0,1.698970004,0,3.395970697,0,0,0,1.612783857,0,3.380338025
0,0,0,0,0,0,0,0,0,2.187520721,0,3.43085674
2.041392685,0,3.172705261,0,0,0,0,0,0,1.924279286,0,3.185991487
0,0,0,2.220108088,0,3.177659592,0,0,0,0,0,0
2.187520721,0,3.646423568,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.227886705,0,3.408460537,0,0,0
